11,Carson,Wentz
17,Alshon,Jeffery
27,Malcolm,Jenkins
86,Zach,Ertz
88,Dallas,Goedert
30,Corey,Clement
80,Jordan,Matthews
43,Darren,Sproles
31,Jalen,Mills
21,Ronald,Darby
71,Jason,Peters
62,Jason,Kelce
79,Brandon,Brooks
65,Lane,Johnson
61,Stefon,Wiz
